path,doc_code,revision,plan_kind,status,previous_status,top_dir,size_human,card_path
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-II A- Discharging - min level @ 1040rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/717643b6bc1847fd.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-II B- Discharging - max level @ 1040rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/e82dbc5c30ffcd70.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-III A- Winter  Discharging - min level @ 1050rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/9f7d8ea21002c628.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-III B- Winter  Discharging - max level @ 1050rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/9cc94700a2617d1d.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-IV A- Max Charging - min level @ 1020rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/96d421a060ad8a0c.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-IV B- Max Charging - max level @ 1020rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/b2c135e3a9fe1b3a.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-V A- .25 Load Charging - min level @ 540rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/e762951097dd47f0.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-V B- .25 Load Charging - max level @ 540rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,28 KB,.yeyo-memory/cards/2bbb7d78e8f35730.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation.pdf,4521-CAL-AEE-58-11-0002,Rev 02,Plano / dibujo general,ok,ok,12 As Built TES 6,12 MB,.yeyo-memory/cards/9582eb4bd5b41438.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - A.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,73 KB,.yeyo-memory/cards/725834e2267cf869.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - B.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,73 KB,.yeyo-memory/cards/91e4f3ddc3072e24.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - C.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,72 KB,.yeyo-memory/cards/afab466ed66a35ba.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - D.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,72 KB,.yeyo-memory/cards/69093347a00cd828.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - E.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,73 KB,.yeyo-memory/cards/b2cf3564a133b8e3.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - F.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,73 KB,.yeyo-memory/cards/1e2f9515bee2e81e.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex I - G.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,72 KB,.yeyo-memory/cards/9bf421f28e2edd18.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - A.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,75 KB,.yeyo-memory/cards/c032146de03c2f4d.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - B.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,74 KB,.yeyo-memory/cards/74727e21871c66c4.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - C.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,73 KB,.yeyo-memory/cards/72b75a037dda5ccc.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - D.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,74 KB,.yeyo-memory/cards/39136cd01c048390.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - E.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,75 KB,.yeyo-memory/cards/e06584a9fcaaef83.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - F.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,75 KB,.yeyo-memory/cards/c52ec33370cd295a.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex II - G.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,73 KB,.yeyo-memory/cards/cf3bfe431f3542dc.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex III - A.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,73 KB,.yeyo-memory/cards/a12706b44795a7f0.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex III - B.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,72 KB,.yeyo-memory/cards/3e54eabf837bbe27.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - A.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,102 KB,.yeyo-memory/cards/f0542aeece986146.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - B.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,101 KB,.yeyo-memory/cards/ae6e2891e9676ae4.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - C.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,102 KB,.yeyo-memory/cards/0e17f27a9ebf93ef.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - D.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,101 KB,.yeyo-memory/cards/19075e208160a689.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - E.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,102 KB,.yeyo-memory/cards/7fe5f8040115b58c.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex IV - F.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,102 KB,.yeyo-memory/cards/286c5bd7c92ede3d.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex V - A - Winter Discharge.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,103 KB,.yeyo-memory/cards/a5754bd3d85fbf54.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation/Annex V - B - Nominal Discharge.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,103 KB,.yeyo-memory/cards/8db98a1bba44d3d2.json
12 As Built TES 6/01_M&P/02_Datasheets/4521-HDD-AEE-00-64-0001-GAR_Rev02_TES HTF PSV Datasheet/4521-HDD-AEE-00-64-0001-GAR_Rev02_TES HTF PSV Datasheet.pdf,4521-HDD-AEE-00-64-0001,,Plano / dibujo general,ok,ok,12 As Built TES 6,29 KB,.yeyo-memory/cards/7ef57879c1b23845.json
Documentacion con sello PE 08/Cartas de Transmision/Bandeja eléctrica TMT-18230-5 - Entregada para construcción/TMT-18230-05 Electrical Trays.pdf,,,Plano / dibujo general,ok,ok,Documentacion con sello PE 08,121 KB,.yeyo-memory/cards/fa5abc9166aeb0d2.json
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-C001.pdf,4521-PLN-ANC-00-50-C001,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,474 KB,.yeyo-memory/cards/8a62288a0031529d.json
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S001.pdf,4521-PLN-ANC-00-50-S001,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,860 KB,.yeyo-memory/cards/50050eacd0eccf5b.json
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S002.pdf,4521-PLN-ANC-00-50-S002,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,342 KB,.yeyo-memory/cards/928ed28a1230a2a6.json
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S003.pdf,4521-PLN-ANC-00-50-S003,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,362 KB,.yeyo-memory/cards/4d49cd47eb897577.json
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S004.pdf,4521-PLN-ANC-00-50-S004,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,339 KB,.yeyo-memory/cards/72cdd7eeec2899c3.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-AEE-27-33-0001-GAR_Rev01_Grounding lightning.pdf,4521-PLN-AEE-27-33-0001,,Plano / dibujo general,ok,ok,Documentacion con sello PE 08,660 KB,.yeyo-memory/cards/64498f90425a0e04.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-ANC-27-21-O490 - R13.pdf,4521-PLN-ANC-27-21-O490,R13,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,634 KB,.yeyo-memory/cards/a574694bfb46310e.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-ANC-27-23-P001_R01.pdf,4521-PLN-ANC-27-23-,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,562 KB,.yeyo-memory/cards/643ae0f42d73f8f6.json
Documentacion con sello PE 08/Paquete de construccion SMWP/M&P/CAL/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and Molten Salts Hydraulic Circuits Calculation Report.pdf,4521-CAL-AEE-58-11-0001,Rev 02,Plano / dibujo general,ok,ok,Documentacion con sello PE 08,90 KB,.yeyo-memory/cards/03951f2d649aa0ab.json
Documentacion con sello PE 08/Paquete de construccion SMWP/M&P/CAL/4521-CAL-AEE-58-11-0002-GAR Rev 02 TES Circuit Hydraulic Calculation.pdf,4521-CAL-AEE-58-11-0002,Rev 02,Plano / dibujo general,ok,ok,Documentacion con sello PE 08,12 MB,.yeyo-memory/cards/02279a2ce2bc7eef.json
Documentacion con sello PE 08/Paquete de construccion SMWP/M&P/HDD/4521-HDD-AEE-00-64-0001-GAR_Rev02_TES HTF PSV Datasheet.pdf,4521-HDD-AEE-00-64-0001,,Plano / dibujo general,ok,ok,Documentacion con sello PE 08,29 KB,.yeyo-memory/cards/5fe2d8ed6b4e2292.json
Documentacion con sello PE 08/Paquete de construccion SMWP/M&P/MEM/4521-TAB-AEE-75-62-0001-GAR TBE MS Drain Pump.pdf,4521-TAB-AEE-75-62-0001,,Plano / dibujo general,ok,ok,Documentacion con sello PE 08,43 KB,.yeyo-memory/cards/f3bb74cdc14d7346.json
Documentacion con sello PE 08/Paquete de construccion SMWP/M&P/PLN/4521-PLN-AEE-73-00-0001-GAR_rev.01_Hazardous area classification.pdf,4521-PLN-AEE-73-00-0001,,Plano / dibujo general,ok,ok,Documentacion con sello PE 08,335 KB,.yeyo-memory/cards/80ff442a4bc50dee.json
Documentacion con sello PE 08/Paquete de construccion SMWP/M&P/PLN/4521-PLN-AGE-67-71-P412 Safety Showers.pdf,4521-PLN-AGE-67-71-P412,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,2.2 MB,.yeyo-memory/cards/2cd69408b81b6239.json
Documentacion con sello PE 08/Paquete de construccion SMWP/M&P/PLN/4521-PLN-LOI-039-062-0003-GAR_Rev01 ANCHOR BOLTS.PDF,4521-PLN-LOI-039-062-0003,,Plano / dibujo general,tagged_plan,tagged_plan,Documentacion con sello PE 08,503 KB,.yeyo-memory/cards/d912d87349d77a7b.json
Documentos en Servidor Atlántica/1950801-PLN-0040-00 Planificacion.pdf,,,Plano / dibujo general,ok,ok,Documentos en Servidor Atlántica,495 KB,.yeyo-memory/cards/0b265cf44a02a600.json
Documentos en Servidor Atlántica/260422 01 Información Partida/03 H&M Balances/Combine Balances H&M.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Documentos en Servidor Atlántica,38 MB,.yeyo-memory/cards/004e874419245251.json
Documentos en Servidor Atlántica/260422 01 Información Partida/04 Cimentación Solana/00-Planos.pdf,,,Plano / dibujo general,ok,ok,Documentos en Servidor Atlántica,15 MB,.yeyo-memory/cards/17dc753ec7603df3.json
Documentos en Servidor Atlántica/Antiguo/00 Old/1950801-PLN-0040-00 Planificacion.pdf,,,Plano / dibujo general,ok,ok,Documentos en Servidor Atlántica,495 KB,.yeyo-memory/cards/9cfe1f0546da1f14.json
Documentos en Servidor Atlántica/Antiguo/00 Old/260325/1950801-PLN-0040-00 Planificacion.pdf,,,Plano / dibujo general,ok,ok,Documentos en Servidor Atlántica,495 KB,.yeyo-memory/cards/e16b49d9ea7d9640.json
Documentos en Servidor Atlántica/Antiguo/01 Información Partida/03 H&M Balances/Combine Balances H&M.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Documentos en Servidor Atlántica,38 MB,.yeyo-memory/cards/6f2ecdf07ce7de11.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/2046-PLN-INA-23-22-0001 Principal y redundante Helios I.pdf,2046-PLN-INA-23-22-0001,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,178 KB,.yeyo-memory/cards/71751f134851606e.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/2046-PLN-INA-23-22-0002 Principal y redundante Helios II.pdf,2046-PLN-INA-23-22-0002,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,184 KB,.yeyo-memory/cards/1425f5ebe82d97a0.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/2046-PLN-INA-23-22-0003 Principal y comprobante.pdf,2046-PLN-INA-23-22-0003,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,189 KB,.yeyo-memory/cards/b0e659f6ba1f0638.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/E87-15-3005-SE-022-000002 rev 01 Línea L1 Helios I.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,2.5 MB,.yeyo-memory/cards/b394a9f58847cd2b.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/E87-15-3005-SE-022-000003 rev 01 Línea L2 Helios II.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,2.5 MB,.yeyo-memory/cards/ca69169bc03a7a80.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/E87-15-3005-SE-022-000004 rev 01 Línea L3 Arenas de San Juan.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,3.2 MB,.yeyo-memory/cards/a759157d5bfcd8af.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/2046-PLN-INA-23-22-0001 Principal y redundante Helios I.pdf,2046-PLN-INA-23-22-0001,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,178 KB,.yeyo-memory/cards/5c5c1539a7a0cdca.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/2046-PLN-INA-23-22-0002 Principal y redundante Helios II.pdf,2046-PLN-INA-23-22-0002,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,184 KB,.yeyo-memory/cards/ef68d9bde9c2ba93.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/2046-PLN-INA-23-22-0003 Principal y comprobante.pdf,2046-PLN-INA-23-22-0003,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,189 KB,.yeyo-memory/cards/1e0a0e3d7c837347.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/E87-15-3005-SE-022-000002 rev 01 Línea L1 Helios I.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,2.5 MB,.yeyo-memory/cards/def667f3ff414bd5.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/E87-15-3005-SE-022-000003 rev 01 Línea L2 Helios II.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,2.5 MB,.yeyo-memory/cards/9238fee1f3bcb698.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/E87-15-3005-SE-022-000004 rev 01 Línea L3 Arenas de San Juan.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,3.2 MB,.yeyo-memory/cards/5185b76193873bf3.json
Helios Sole/Helios I/5.10 AT/Líneas 15 kV/110414175639_0001 Plano Abener.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,186 KB,.yeyo-memory/cards/620500fef184d07a.json
Helios Sole/Helios I/5.10 AT/Líneas 15 kV/110524 Plano Línea.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,40 MB,.yeyo-memory/cards/58856d4360f5f3e6.json
Helios Sole/Helios I/5.10 AT/Líneas 15 kV/110607 Plano Línea Valeriano Lorenzo.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,6.6 MB,.yeyo-memory/cards/9a7165dc0b562f16.json
Helios Sole/Helios I/5.10 AT/Líneas 15 kV/110708 Plano Parcelas.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,293 KB,.yeyo-memory/cards/25231783eab08a3e.json
Helios Sole/Helios I/5.10 AT/Líneas 15 kV/Lineas 15 kV.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,242 KB,.yeyo-memory/cards/5743732704fe3d17.json
Helios Sole/Helios I/5.10 AT/Líneas 15 kV/Plano 15 kV.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,13 MB,.yeyo-memory/cards/48305fe8e1183d58.json
Helios Sole/SE Colectora/2046-PLN-INA-23-22-0001 Principal y redundante Helios I.pdf,2046-PLN-INA-23-22-0001,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,178 KB,.yeyo-memory/cards/9629b1d72d8027bb.json
Helios Sole/SE Colectora/2046-PLN-INA-23-22-0002 Principal y redundante Helios II.pdf,2046-PLN-INA-23-22-0002,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,184 KB,.yeyo-memory/cards/f4cd58feae84c5d4.json
Helios Sole/SE Colectora/2046-PLN-INA-23-22-0003 Principal y comprobante.pdf,2046-PLN-INA-23-22-0003,,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,189 KB,.yeyo-memory/cards/5dbd20f4c7d51ebc.json
Helios Sole/SE Colectora/E87-15-3005-SE-022-000002 rev 01 Línea L1 Helios I.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,2.5 MB,.yeyo-memory/cards/e326be062cc11ba6.json
Helios Sole/SE Colectora/E87-15-3005-SE-022-000003 rev 01 Línea L2 Helios II.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,2.5 MB,.yeyo-memory/cards/b764917b61f3728a.json
Helios Sole/SE Colectora/E87-15-3005-SE-022-000004 rev 01 Línea L3 Arenas de San Juan.pdf,,rev 01,Plano / dibujo general,tagged_plan,tagged_plan,Helios Sole,3.2 MB,.yeyo-memory/cards/5a36b3a89abd2777.json
06 Especificaciones Tecnicas/4521-ESP-ANC-27-41-S250V Mechanical Electrical Heat Trace Installation S....pdf,4521-ESP-ANC-27-41-S250V,,Plano electrico,ok,ok,06 Especificaciones Tecnicas,69 KB,.yeyo-memory/cards/2dad800f4e286218.json
06 Especificaciones Tecnicas/4521-ESP-ANC-68-71-I250  Insulation & Heat Tracing Spec TES Area.pdf,4521-ESP-ANC-68-71-I250,,Plano electrico,ok,ok,06 Especificaciones Tecnicas,4.2 MB,.yeyo-memory/cards/38b26c9b22b50e95.json
Documentos en Servidor Atlántica/260422_02 LIS cargas Sc y Hl/Combine Unifilar Hl.pdf,,,Plano electrico,tagged_plan,tagged_plan,Documentos en Servidor Atlántica,502 KB,.yeyo-memory/cards/75209b1fcbf07e85.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/2046-PLN-INA-23-22-0101 rev 00 Unifilar general.pdf,2046-PLN-INA-23-22-0101,rev 00,Plano electrico,tagged_plan,tagged_plan,Helios Sole,202 KB,.yeyo-memory/cards/5c86953768b164fe.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/2046-PLN-INA-23-22-0101 rev 01 Unifilar general.pdf,2046-PLN-INA-23-22-0101,rev 01,Plano electrico,tagged_plan,tagged_plan,Helios Sole,292 KB,.yeyo-memory/cards/0d29cc52dec122ef.json
Helios Sole/Helios I/5.10 AT/5.10.1 LAAT - LSAT H I/E87-15-3005-SE-021-000001 rev 00 Unifilar general.pdf,,rev 00,Plano electrico,tagged_plan,tagged_plan,Helios Sole,202 KB,.yeyo-memory/cards/8473ff7f9ecd9502.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/2046-PLN-INA-23-22-0101 rev 00 Unifilar general.pdf,2046-PLN-INA-23-22-0101,rev 00,Plano electrico,tagged_plan,tagged_plan,Helios Sole,202 KB,.yeyo-memory/cards/af97b2deafab4850.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/2046-PLN-INA-23-22-0101 rev 01 Unifilar general.pdf,2046-PLN-INA-23-22-0101,rev 01,Plano electrico,tagged_plan,tagged_plan,Helios Sole,292 KB,.yeyo-memory/cards/f5c4390366da354f.json
Helios Sole/Helios I/5.10 AT/5.10.2 SE Colectora/E87-15-3005-SE-021-000001 rev 00 Unifilar general.pdf,,rev 00,Plano electrico,tagged_plan,tagged_plan,Helios Sole,202 KB,.yeyo-memory/cards/9bb39135d9936861.json
Helios Sole/SE Colectora/2046-PLN-INA-23-22-0101 rev 00 Unifilar general.pdf,2046-PLN-INA-23-22-0101,rev 00,Plano electrico,tagged_plan,tagged_plan,Helios Sole,202 KB,.yeyo-memory/cards/5b8e223159dcf578.json
Helios Sole/SE Colectora/2046-PLN-INA-23-22-0101 rev 01 Unifilar general.pdf,2046-PLN-INA-23-22-0101,rev 01,Plano electrico,tagged_plan,tagged_plan,Helios Sole,292 KB,.yeyo-memory/cards/ff08ccfeb66f6099.json
Helios Sole/SE Colectora/E87-15-3005-SE-021-000001 rev 00 Unifilar general.pdf,,rev 00,Plano electrico,tagged_plan,tagged_plan,Helios Sole,202 KB,.yeyo-memory/cards/8444678e446af6e8.json
01 GD AE/I&C/ESP/4521-ESP-ANC-00-62-0001 Rev.5 Project Design Criteria.pdf,4521-ESP-ANC-00-62-0001,Rev.5,Plano instrumentacion/control,ok,ok,01 GD AE,76 KB,.yeyo-memory/cards/7dc587d29a95b69a.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-00-35-0001_R2.pdf,4521-ESP-AGE-00-35-,,Plano instrumentacion/control,ok,ok,01 GD AE,167 KB,.yeyo-memory/cards/af40287f05dc8264.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-00-35-0002_R1.pdf,4521-ESP-AGE-00-35-,,Plano instrumentacion/control,ok,ok,01 GD AE,42 KB,.yeyo-memory/cards/c835850b0d9563b5.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-00-45-0001_R0A.pdf,4521-ESP-AGE-00-45-,,Plano instrumentacion/control,ok,ok,01 GD AE,47 KB,.yeyo-memory/cards/da741bd6ffad68c8.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-00-45-0002_R0A.pdf,4521-ESP-AGE-00-45-,,Plano instrumentacion/control,ok,ok,01 GD AE,42 KB,.yeyo-memory/cards/1a3605212ebba1aa.json
01 GD AE/I&C/HDD/HDD-Original Project_2012/4521-ESP-AGE-00-64-0001A_R4.pdf,4521-ESP-AGE-00-64-,,Plano instrumentacion/control,ok,ok,01 GD AE,92 KB,.yeyo-memory/cards/9462edb921f51103.json
